chroma_energy,mfcc,chroma_stft,zero_crossing_rate,spectral_centroid,spectral_rolloff,genre
0.224,-10.698,0.308,0.031,1842.212,4918.184,jazz
0.229,-10.773,0.324,0.027,1805.197,4760.991,jazz
0.244,-10.744,0.346,0.027,1814.118,4698.545,jazz
0.229,-11.302,0.329,0.027,1804.406,4767.451,jazz
0.24,-11.136,0.383,0.027,1888.935,5051.689,jazz
0.245,-11.282,0.367,0.026,1959.831,5198.115,jazz
0.231,-5.424,0.624,0.014,2113.042,5861.338,jazz
0.224,-5.138,0.615,0.014,2051.931,5773.052,jazz
0.235,-5.398,0.613,0.013,2053.015,5680.459,jazz
0.236,-5.751,0.634,0.013,2071.872,5766.592,jazz
0.236,-5.893,0.632,0.014,2042.537,5753.672,jazz
0.243,-5.382,0.6,0.014,2006.993,5574.946,jazz
0.23,-5.363,0.612,0.013,1993.729,5536.187,jazz
0.235,-5.357,0.591,0.017,1955.363,5381.147,jazz
0.24,-5.933,0.59,0.017,1980.438,5465.127,jazz
0.238,-5.939,0.615,0.017,2008.29,5596.479,jazz
0.244,-5.203,0.325,0.056,2669.816,7280.376,jazz
0.227,-4.944,0.321,0.057,2699.637,7288.989,jazz
0.222,-5.337,0.309,0.055,2718.299,7353.589,jazz
0.228,-4.596,0.31,0.056,2711.947,7340.669,jazz
0.22,-4.47,0.314,0.06,2782.125,7416.035,jazz
0.234,-4.508,0.334,0.062,2759.361,7390.195,jazz
0.233,-4.367,0.316,0.06,2809.665,7413.882,jazz
0.229,-5.315,0.316,0.058,2854.555,7495.708,jazz
0.231,-5.401,0.308,0.057,2699.45,7181.323,jazz
0.209,-5.763,0.293,0.057,2703.381,7233.003,jazz
0.231,-7.381,0.186,0.028,1107.37,2149.014,jazz
0.231,-7.996,0.188,0.028,1215.999,2400.952,jazz
0.228,-7.823,0.193,0.026,1048.68,1795.869,jazz
0.233,-8.033,0.192,0.026,1032.043,1836.782,jazz
0.229,-8.806,0.191,0.025,815.514,1337.212,jazz
0.223,-8.916,0.191,0.025,1045.727,1953.062,jazz
0.228,-8.123,0.188,0.025,1124.836,2146.86,jazz
0.231,-8.776,0.193,0.024,913.84,1593.457,jazz
0.235,-9.065,0.186,0.024,986.241,1748.496,jazz
0.231,-8.778,0.184,0.025,1107.961,2153.32,jazz
0.267,-4.411,0.264,0.039,2270.741,5370.381,jazz
0.276,-3.802,0.294,0.043,2340.358,5624.473,jazz
0.268,-3.088,0.305,0.044,2380.493,5822.578,jazz
0.276,-2.672,0.356,0.044,2333.293,5839.805,jazz
0.277,-2.687,0.377,0.042,2382.816,5953.931,jazz
0.279,-2.093,0.399,0.043,2397.69,5964.697,jazz
0.274,-1.375,0.421,0.044,2371.461,5895.791,jazz
0.246,-1.413,0.445,0.041,2357.545,5900.098,jazz
0.244,-1.595,0.452,0.04,2441.232,6020.684,jazz
0.25,-1.149,0.469,0.041,2484.802,6042.217,jazz
0.234,-1.449,0.242,0.061,2184.481,4982.783,jazz
0.24,-1.464,0.237,0.061,2148.523,4849.277,jazz
0.237,-1.416,0.225,0.063,2165.521,4857.891,jazz
0.229,-1.518,0.22,0.063,2170.927,4834.204,jazz
0.217,-2.122,0.21,0.065,2148.726,4799.751,jazz
0.22,-2.981,0.207,0.066,2227.56,4980.63,jazz
0.217,-3.138,0.2,0.07,2148.017,4685.625,jazz
0.217,-3.208,0.199,0.07,2178.661,4722.231,jazz
0.218,-3.561,0.194,0.073,2262.735,4909.57,jazz
0.235,-3.367,0.192,0.075,2148.608,4618.872,jazz
0.212,-6.657,0.156,0.025,940.276,1453.491,jazz
0.209,-6.333,0.157,0.025,1036.422,1574.077,jazz
0.209,-6.687,0.156,0.025,924.54,1522.397,jazz
0.209,-6.804,0.158,0.025,1084.321,1804.482,jazz
0.209,-6.325,0.156,0.025,1132.503,1989.668,jazz
0.21,-6.599,0.157,0.025,1051.492,1843.242,jazz
0.209,-6.877,0.156,0.025,1064.189,1754.956,jazz
0.203,-7.113,0.156,0.025,935.817,1373.818,jazz
0.208,-6.995,0.156,0.025,1189.742,2177.007,jazz
0.202,-7.421,0.155,0.025,878.201,1341.519,jazz
0.226,-3.02,0.511,0.015,1406.093,3456.079,jazz
0.226,-2.851,0.502,0.016,1488.939,3680.024,jazz
0.217,-2.956,0.499,0.016,1451.861,3598.198,jazz
0.219,-3.165,0.488,0.016,1427.657,3501.299,jazz
0.22,-3.261,0.472,0.015,1540.672,3742.471,jazz
0.224,-3.521,0.46,0.015,1516.034,3662.798,jazz
0.213,-3.645,0.474,0.014,1399.84,3468.999,jazz
0.213,-3.374,0.505,0.016,1596.136,3951.343,jazz
0.248,-3.584,0.578,0.019,1630.136,4003.022,jazz
0.246,-3.598,0.536,0.024,1671.598,4067.622,jazz
0.201,-12.56,0.131,0.08,1884.165,3613.271,jazz
0.202,-12.707,0.13,0.08,1812.885,3346.26,jazz
0.193,-12.106,0.13,0.08,1925.968,3611.118,jazz
0.192,-12.218,0.129,0.08,1840.815,3277.354,jazz
0.193,-12.731,0.129,0.08,1821.84,3186.914,jazz
0.191,-12.877,0.13,0.08,1794.662,3118.008,jazz
0.186,-12.675,0.13,0.08,2024.722,3914.736,jazz
0.196,-12.488,0.13,0.08,1809.982,3212.754,jazz
0.19,-12.236,0.131,0.08,1771.093,3167.534,jazz
0.193,-13.131,0.131,0.08,1900.659,3404.399,jazz
0.274,1.065,0.519,0.17,3697.318,7230.85,metal
0.261,0.646,0.528,0.171,3666.04,7151.177,metal
0.263,-0.166,0.441,0.172,3695.503,7205.01,metal
0.258,-1.054,0.49,0.171,3741.292,7252.383,metal
0.258,-1.008,0.407,0.168,3709.788,7185.63,metal
0.254,-0.963,0.474,0.167,3696.195,7138.257,metal
0.247,-1.488,0.494,0.168,3737.304,7252.383,metal
0.25,-1.403,0.49,0.163,3716.778,7170.557,metal
0.246,-1.812,0.436,0.162,3722.511,7196.396,metal
0.248,-1.739,0.433,0.161,3707.154,7149.023,metal
0.275,4.44,0.656,0.12,3088.678,6210.176,metal
0.283,4.34,0.647,0.122,3125.048,6300.615,metal
0.282,4.31,0.646,0.121,3157.452,6285.542,metal
0.277,4.161,0.612,0.126,3205.557,6330.762,metal
0.275,4.123,0.629,0.128,3228.423,6378.135,metal
0.28,4.119,0.651,0.13,3220.377,6352.295,metal
0.277,4.379,0.633,0.134,3288.241,6440.581,metal
0.273,4.902,0.666,0.132,3244.544,6403.975,metal
0.273,5.286,0.666,0.131,3223.256,6442.734,metal
0.275,5.312,0.659,0.132,3212.129,6440.581,metal
0.268,2.383,0.378,0.091,2016.889,3895.356,metal
0.265,2.157,0.377,0.089,2011.478,3901.816,metal
0.261,2.367,0.372,0.088,2089.052,4011.636,metal
0.26,2.217,0.354,0.089,1986.259,3867.363,metal
0.275,2.096,0.356,0.088,2030.313,3938.423,metal
0.265,2.225,0.345,0.086,1937.723,3789.844,metal
0.264,1.794,0.321,0.086,1954.68,3824.297,metal
0.265,1.394,0.305,0.087,1923.308,3725.244,metal
0.261,0.876,0.312,0.083,1960.923,3770.464,metal
0.266,1.059,0.315,0.08,1978.304,3832.91,metal
0.258,1.411,0.594,0.129,3099.457,5960.391,metal
0.254,1.393,0.612,0.13,3152.688,6033.604,metal
0.24,1.523,0.562,0.133,3219.826,6126.196,metal
0.26,1.667,0.579,0.141,3260.193,6126.196,metal
0.26,1.635,0.573,0.15,3325.345,6195.103,metal
0.257,1.934,0.555,0.155,3369.563,6225.249,metal
0.265,1.76,0.589,0.16,3384.266,6218.789,metal
0.269,2.315,0.63,0.167,3349.463,6205.869,metal
0.26,2.325,0.634,0.173,3415.955,6281.235,metal
0.263,2.216,0.64,0.171,3368.496,6236.016,metal
0.279,0.564,0.743,0.192,3685.744,7439.722,metal
0.281,0.706,0.778,0.184,3612.822,7338.516,metal
0.279,0.451,0.73,0.186,3659.013,7400.962,metal
0.279,0.451,0.69,0.186,3700.769,7396.655,metal
0.28,-0.199,0.682,0.185,3661.853,7340.669,metal
0.282,-0.17,0.687,0.183,3657.461,7336.362,metal
0.279,-0.279,0.701,0.177,3586.321,7250.229,metal
0.276,-0.613,0.688,0.174,3571.607,7252.383,metal
0.275,-0.208,0.728,0.169,3488.551,7157.637,metal
0.277,-0.239,0.713,0.169,3462.262,7136.104,metal
0.27,3.268,0.573,0.054,1840.301,3968.569,metal
0.274,3.249,0.556,0.054,1906.925,4093.462,metal
0.282,2.897,0.574,0.054,1939.041,4149.448,metal
0.277,2.428,0.577,0.052,1929.628,4164.521,metal
0.277,2.025,0.552,0.049,1884.88,4065.469,metal
0.276,1.336,0.525,0.048,1840.491,4033.169,metal
0.276,1.085,0.527,0.047,1867.998,4084.849,metal
0.265,0.248,0.531,0.044,1899.468,4082.695,metal
0.264,-0.844,0.514,0.044,1981.837,4149.448,metal
0.268,-0.913,0.522,0.043,2001.897,4244.194,metal
0.266,-2.269,0.311,0.135,3324.545,6864.785,metal
0.253,-2.04,0.301,0.133,3343.102,6944.458,metal
0.245,-1.933,0.31,0.132,3314.952,6950.918,metal
0.244,-2.271,0.306,0.127,3316.748,7004.751,metal
0.238,-2.092,0.31,0.126,3316.151,7047.817,metal
0.242,-2.272,0.314,0.124,3299.041,7002.598,metal
0.242,-2.457,0.317,0.126,3343.16,7073.657,metal
0.225,-2.475,0.31,0.124,3332.358,7095.19,metal
0.247,-2.453,0.314,0.124,3273.059,7032.744,metal
0.229,-2.838,0.312,0.123,3300.969,7084.424,metal
0.257,-2.062,0.591,0.144,3300.443,6287.695,metal
0.266,-1.936,0.65,0.146,3287.556,6287.695,metal
0.254,-1.945,0.662,0.148,3288.228,6253.242,metal
0.263,-1.671,0.635,0.15,3256.151,6180.029,metal
0.263,-1.959,0.631,0.15,3275.382,6227.402,metal
0.26,-1.617,0.653,0.154,3271.071,6184.336,metal
0.252,-1.841,0.642,0.154,3287.541,6261.855,metal
0.257,-1.675,0.635,0.154,3288.185,6272.622,metal
0.264,-2.071,0.635,0.155,3290.424,6220.942,metal
0.269,-2.288,0.652,0.152,3310.465,6268.315,metal
0.275,2.427,0.659,0.054,2695.988,6186.489,metal
0.28,2.661,0.642,0.061,2767.837,6343.682,metal
0.278,2.849,0.66,0.07,2835.756,6543.94,metal
0.277,2.786,0.665,0.072,2927.539,6776.499,metal
0.283,3.094,0.624,0.076,2979.734,6963.838,metal
0.281,2.678,0.592,0.08,3053.779,7334.209,metal
0.262,3.286,0.607,0.089,3122.774,7614.141,metal
0.258,3.144,0.605,0.094,3125.522,7637.827,metal
0.264,3.003,0.566,0.098,3190.57,7760.566,metal
0.275,2.826,0.607,0.104,3262.284,7874.692,metal
0.25,6.737,0.389,0.072,2308.809,4896.65,metal
0.239,6.712,0.367,0.072,2373.093,4931.104,metal
0.219,6.193,0.387,0.074,2423.004,4944.023,metal
0.238,6.501,0.377,0.073,2387.185,4931.104,metal
0.229,6.559,0.37,0.07,2465.783,5090.449,metal
0.228,5.919,0.376,0.069,2523.706,5163.662,metal
0.272,6.297,0.43,0.066,2531.158,5157.202,metal
0.273,6.306,0.489,0.063,2512.803,5178.735,metal
0.274,6.326,0.49,0.06,2490.768,5178.735,metal
0.27,6.432,0.478,0.064,2496.482,5193.809,metal
0.279,1.818,0.545,0.126,3030.17,6046.523,metal
0.277,2.447,0.521,0.126,2959.621,5928.091,metal
0.274,1.932,0.561,0.131,3027.634,5964.697,metal
0.277,1.73,0.545,0.132,2970.611,5880.718,metal
0.277,1.361,0.545,0.136,3008.098,5943.164,metal
0.275,1.447,0.597,0.138,3026.361,5906.558,metal
0.274,1.578,0.618,0.137,3089.958,5958.237,metal
0.275,1.936,0.614,0.133,3010.608,5861.338,metal
0.269,1.847,0.589,0.134,2980.757,5766.592,metal
0.272,1.78,0.611,0.133,3047.221,5904.404,metal
0.28,5.692,0.384,0.104,2376.816,4530.586,metal
0.28,6.21,0.377,0.102,2409.176,4646.865,metal
0.279,6.124,0.385,0.104,2404.051,4646.865,metal
0.278,6.174,0.391,0.102,2433.255,4717.925,metal
0.279,6.328,0.376,0.105,2458.137,4760.991,metal
0.277,6.494,0.361,0.105,2435.514,4698.545,metal
0.277,6.634,0.349,0.105,2427.482,4700.698,metal
0.277,6.941,0.359,0.103,2450.988,4713.618,metal
0.277,6.619,0.425,0.103,2416.891,4571.499,metal
0.276,6.656,0.349,0.103,2449.386,4642.559,metal
0.275,4.16,0.65,0.166,3446.223,6302.769,metal
0.277,4.154,0.655,0.16,3457.247,6332.915,metal
0.265,4.299,0.61,0.158,3432.579,6300.615,metal
0.251,4.357,0.599,0.153,3399.178,6248.936,metal
0.263,4.517,0.624,0.153,3377.549,6190.796,metal
0.262,4.549,0.597,0.152,3377.919,6231.709,metal
0.251,4.353,0.576,0.149,3413.067,6272.622,metal
0.251,4.528,0.582,0.143,3336.235,6188.643,metal
0.271,4.96,0.63,0.14,3311.887,6160.649,metal
0.272,4.998,0.625,0.144,3329.578,6160.649,metal
0.273,2.376,0.625,0.134,2982.797,5794.585,metal
0.274,2.713,0.66,0.132,2993.943,5816.118,metal
0.271,2.689,0.655,0.129,2954.307,5742.905,metal
0.27,2.658,0.665,0.131,2941.91,5678.306,metal
0.27,2.777,0.647,0.126,2932.531,5699.839,metal
0.27,2.423,0.647,0.128,2954.249,5742.905,metal
0.275,2.405,0.648,0.126,2932.064,5717.065,metal
0.276,2.358,0.626,0.127,2956.854,5734.292,metal
0.276,2.96,0.632,0.128,2933.806,5745.059,metal
0.28,3.002,0.688,0.131,2913.033,5667.539,metal
0.267,0.484,0.261,0.145,2837.331,4933.257,metal
0.261,0.548,0.269,0.144,2822.661,4939.717,metal
0.269,0.584,0.28,0.146,2797.561,4840.664,metal
0.268,0.065,0.284,0.146,2819.871,4896.65,metal
0.265,-0.072,0.296,0.145,2818.8,4898.804,metal
0.26,-0.162,0.294,0.146,2777.892,4808.364,metal
0.256,-0.74,0.306,0.148,2827.573,4857.891,metal
0.262,-0.602,0.344,0.145,2802.338,4806.211,metal
0.264,-0.675,0.329,0.145,2798.424,4821.284,metal
0.27,-0.699,0.347,0.146,2814.491,4842.817,metal
0.271,0.198,0.564,0.16,3396.048,6358.755,metal
0.268,-0.644,0.545,0.162,3428.104,6332.915,metal
0.274,0.182,0.52,0.156,3424.966,6324.302,metal
0.267,-1.136,0.528,0.157,3438.912,6289.849,metal
0.257,-1.082,0.565,0.158,3428.29,6261.855,metal
0.259,-0.667,0.509,0.158,3408.637,6171.416,metal
0.266,-1.343,0.523,0.162,3437.399,6158.496,metal
0.254,-1.044,0.5,0.162,3401.903,6085.283,metal
0.246,-1.231,0.472,0.159,3400.11,6037.91,metal
0.254,-1.591,0.487,0.157,3401.841,5977.617,metal
0.282,0.488,0.39,0.108,2570.347,4993.55,metal
0.277,0.562,0.387,0.106,2565.547,4991.396,metal
0.274,0.048,0.363,0.104,2566.852,5023.696,metal
0.278,1.649,0.382,0.108,2566.084,5004.316,metal
0.285,1.194,0.416,0.107,2541.292,4950.483,metal
0.28,0.702,0.41,0.105,2518.825,4862.197,metal
0.282,1.269,0.42,0.106,2466.403,4752.378,metal
0.286,2.449,0.456,0.106,2737.408,5557.72,metal
0.283,1.057,0.46,0.105,2768.492,5624.473,metal
0.281,1.779,0.439,0.102,2773.781,5650.312,metal
0.258,4.661,0.607,0.118,2918.158,6083.13,metal
0.271,4.002,0.596,0.12,2890.792,6055.137,metal
0.267,4.03,0.614,0.115,2880.857,6037.91,metal
0.252,3.888,0.595,0.115,2911.363,6083.13,metal
0.256,4.325,0.617,0.107,2830.825,5999.15,metal
0.262,4.583,0.63,0.104,2849.192,6012.07,metal
0.27,4.373,0.64,0.098,2823.901,6005.61,metal
0.265,4.281,0.645,0.1,2775.502,5897.944,metal
0.266,4.454,0.661,0.1,2751.068,5831.191,metal
0.263,4.498,0.664,0.1,2732.75,5714.912,metal
0.262,2.444,0.574,0.085,2122.31,3903.97,metal
0.268,2.905,0.555,0.08,2189.91,4020.249,metal
0.264,3.341,0.504,0.078,2051.999,3828.604,metal
0.263,3.504,0.518,0.076,2069.132,3817.837,metal
0.262,3.402,0.537,0.072,1957.274,3677.871,metal
0.263,3.681,0.507,0.072,1962.752,3636.958,metal
0.275,3.359,0.519,0.074,1861.092,3464.692,metal
0.254,3.959,0.541,0.072,1892.023,3430.239,metal
0.257,3.781,0.514,0.072,1892.247,3425.933,metal
0.244,3.643,0.502,0.071,1725.344,3242.9,metal
0.276,1.792,0.646,0.141,3118.45,6164.956,metal
0.284,1.682,0.703,0.136,3090.553,6134.81,metal
0.285,1.746,0.6,0.134,3132.079,6227.402,metal
0.283,2.045,0.568,0.131,3087.325,6152.036,metal
0.282,1.955,0.618,0.13,3091.379,6152.036,metal
0.273,2.54,0.577,0.131,3145.881,6231.709,metal
0.27,2.473,0.562,0.13,3155.128,6240.322,metal
0.267,2.025,0.555,0.133,3175.074,6227.402,metal
0.27,2.5,0.599,0.134,3183.793,6261.855,metal
0.273,2.625,0.632,0.132,3126.444,6210.176,metal
0.271,1.063,0.613,0.149,3003.755,5831.191,metal
0.271,0.988,0.652,0.152,2970.305,5805.352,metal
0.267,0.977,0.686,0.154,2978.956,5801.045,metal
0.281,1.539,0.721,0.15,2949.64,5801.045,metal
0.278,1.486,0.797,0.152,2965.725,5841.958,metal
0.285,1.794,0.745,0.162,3076.893,5947.471,metal
0.283,2.413,0.735,0.155,3001.168,5882.871,metal
0.279,2.494,0.719,0.149,2956.281,5831.191,metal
0.279,1.92,0.732,0.144,2912.854,5742.905,metal
0.275,1.674,0.698,0.141,2918.12,5729.985,metal
0.283,-0.012,0.578,0.132,2994.053,5486.66,metal
0.282,0.241,0.556,0.132,2940.905,5391.914,metal
0.279,0.319,0.502,0.132,2971.619,5413.447,metal
0.277,0.2,0.448,0.131,2933.57,5310.088,metal
0.273,0.39,0.415,0.133,2961.761,5340.234,metal
0.276,0.222,0.419,0.132,2918.7,5215.342,metal
0.264,0.185,0.431,0.135,2887.777,5170.122,metal
0.276,0.776,0.493,0.137,2878.565,5180.889,metal
0.273,0.828,0.503,0.137,2880.174,5180.889,metal
0.252,0.84,0.457,0.135,2834.315,5120.596,metal
0.28,3.643,0.398,0.058,2078.253,4399.233,metal
0.282,4.138,0.435,0.062,2089.96,4433.687,metal
0.283,4.795,0.46,0.061,2049.256,4375.547,metal
0.282,5.1,0.46,0.062,2076.292,4369.087,metal
0.283,5.295,0.486,0.06,2048.7,4323.867,metal
0.283,5.718,0.519,0.063,2177.709,4489.673,metal
0.283,5.969,0.524,0.066,2117.932,4394.927,metal
0.281,6.408,0.51,0.067,2122.965,4403.54,metal
0.287,6.485,0.542,0.066,2140.843,4422.92,metal
0.283,6.672,0.494,0.072,2145.373,4429.38,metal
0.274,5.118,0.64,0.112,2432.501,4599.492,metal
0.262,5.398,0.634,0.11,2412.083,4567.192,metal
0.262,5.417,0.594,0.104,2342.28,4496.133,metal
0.261,5.39,0.613,0.102,2323.222,4519.819,metal
0.261,5.057,0.596,0.104,2332.162,4515.513,metal
0.261,5.353,0.598,0.102,2417.089,4657.632,metal
0.259,5.709,0.607,0.092,2302.924,4537.046,metal
0.264,5.799,0.571,0.089,2277.503,4530.586,metal
0.26,5.742,0.566,0.091,2289.935,4554.272,metal
0.27,5.442,0.574,0.09,2235.094,4420.767,metal
0.273,9.941,0.26,0.06,2047.799,4642.559,metal
0.258,9.781,0.242,0.057,2087.794,4771.758,metal
0.247,9.783,0.235,0.056,2054.249,4709.312,metal
0.245,9.218,0.245,0.058,2107.943,4847.124,metal
0.251,9.224,0.251,0.057,2094.491,4836.357,metal
0.25,9.391,0.255,0.056,2094.165,4857.891,metal
0.247,9.004,0.241,0.059,2133.932,4928.95,metal
0.245,8.524,0.247,0.059,2061.518,4756.685,metal
0.238,8.815,0.263,0.056,2066.65,4752.378,metal
0.241,9.068,0.272,0.057,2033.854,4677.012,metal
0.25,0.471,0.359,0.036,2099.737,4554.272,metal
0.261,0.236,0.363,0.04,2124.768,4489.673,metal
0.271,0.083,0.397,0.048,2124.098,4431.533,metal
0.266,0.421,0.398,0.053,2224.477,4519.819,metal
0.258,0.645,0.42,0.055,2173.536,4394.927,metal
0.267,0.733,0.435,0.06,2150.773,4261.421,metal
0.261,-0.07,0.475,0.066,2144.888,4173.135,metal
0.27,0.598,0.445,0.069,2152.791,4147.295,metal
0.27,0.646,0.465,0.071,2149.369,4089.155,metal
0.276,-0.202,0.438,0.071,2145.386,3983.643,metal
0.28,1.796,0.395,0.182,3047.034,5019.39,metal
0.276,1.988,0.377,0.186,3074.313,5032.31,metal
0.28,2.275,0.453,0.186,3060.983,5036.616,metal
0.278,2.917,0.452,0.185,3028.491,4993.55,metal
0.266,3.375,0.478,0.183,2994.248,4995.703,metal
0.272,4.026,0.508,0.18,3001.854,5010.776,metal
0.275,4.105,0.498,0.18,2971.584,5002.163,metal
0.28,4.623,0.49,0.174,2920.036,4982.783,metal
0.282,4.639,0.444,0.169,2946.038,5008.623,metal
0.28,4.994,0.456,0.165,2911.705,4991.396,metal
0.274,2.085,0.583,0.066,2016.996,4465.986,metal
0.27,2.132,0.578,0.07,2122.539,4668.398,metal
0.268,2.513,0.472,0.07,2110.369,4653.325,metal
0.265,3.064,0.472,0.068,2055.389,4560.732,metal
0.271,3.523,0.517,0.069,2068.424,4524.126,metal
0.282,3.509,0.503,0.071,2049.287,4498.286,metal
0.282,3.848,0.469,0.068,2004.52,4336.787,metal
0.284,3.821,0.505,0.068,2070.813,4420.767,metal
0.284,3.898,0.573,0.067,2017.112,4257.114,metal
0.283,3.762,0.486,0.069,2007.956,4229.121,metal
0.232,1.248,0.448,0.148,3246.011,5973.311,metal
0.245,0.986,0.447,0.149,3216.84,6009.917,metal
0.256,1.112,0.493,0.157,3245.663,6065.903,metal
0.256,0.916,0.494,0.162,3292.493,6149.883,metal
0.263,1.286,0.482,0.167,3315.772,6212.329,metal
0.264,1.209,0.487,0.169,3386.954,6352.295,metal
0.269,1.106,0.497,0.174,3453.895,6403.975,metal
0.279,1.13,0.515,0.173,3465.84,6434.121,metal
0.273,1.475,0.523,0.175,3489.529,6457.808,metal
0.276,1.586,0.539,0.174,3517.927,6470.728,metal
0.243,-0.155,0.494,0.093,3102.934,6959.531,metal
0.245,0.37,0.487,0.086,3129.246,6976.758,metal
0.25,0.821,0.477,0.08,3121.904,7019.824,metal
0.249,0.995,0.497,0.078,3115.815,7013.364,metal
0.244,1.124,0.459,0.069,3174.764,7032.744,metal
0.23,1.251,0.442,0.063,3186.411,7011.211,metal
0.229,0.863,0.435,0.071,3286.875,7062.891,metal
0.245,0.877,0.45,0.084,3282.229,7097.344,metal
0.254,1.106,0.479,0.088,3187.314,6912.158,metal
0.27,0.967,0.59,0.098,3184.574,6789.419,metal
0.244,4.88,0.531,0.023,1022.738,2278.213,metal
0.238,4.084,0.5,0.024,989.719,2116.714,metal
0.23,4.014,0.506,0.02,851.627,1976.748,metal
0.231,3.991,0.481,0.018,831.988,1890.615,metal
0.247,4.645,0.515,0.018,1096.293,2325.586,metal
0.251,4.465,0.462,0.018,884.396,1983.208,metal
0.223,4.429,0.478,0.017,804.272,1819.556,metal
0.225,4.085,0.464,0.015,735.091,1690.356,metal
0.242,4.139,0.449,0.017,865.38,1871.235,metal
0.237,4.169,0.446,0.018,1230.934,2646.431,metal
0.271,3.04,0.387,0.059,2451.976,5630.933,metal
0.271,2.674,0.387,0.056,2368.254,5443.594,metal
0.275,3.098,0.413,0.059,2283.813,5329.468,metal
0.273,3.401,0.38,0.058,2272.199,5376.841,metal
0.268,2.585,0.388,0.059,2251.662,5351.001,metal
0.259,3.513,0.351,0.058,2229.779,5284.248,metal
0.27,3.546,0.376,0.062,2282.569,5344.541,metal
0.27,4.412,0.373,0.064,2265.971,5357.461,metal
0.274,4.352,0.327,0.067,2304.122,5424.214,metal
0.269,4.26,0.339,0.065,2327.701,5445.747,metal
0.273,3.773,0.655,0.114,2876.242,5876.411,metal
0.277,3.494,0.656,0.114,2855.987,5813.965,metal
0.277,3.636,0.586,0.114,2896.689,5885.024,metal
0.279,2.869,0.581,0.112,2781.255,5706.299,metal
0.263,2.874,0.629,0.107,2732.759,5656.772,metal
0.263,3.171,0.589,0.102,2662.92,5484.507,metal
0.274,2.08,0.617,0.099,2639.814,5372.534,metal
0.276,2.096,0.616,0.097,2844.976,5826.885,metal
0.283,2.211,0.575,0.088,2795.006,5915.171,metal
0.282,2.06,0.522,0.082,2755.317,5878.564,metal
0.252,6.066,0.498,0.056,1737.42,3781.23,metal
0.262,6.039,0.512,0.059,1750.19,3804.917,metal
0.257,6.634,0.488,0.056,1830.517,3951.343,metal
0.249,6.07,0.493,0.06,1741.784,3794.15,metal
0.248,6.544,0.465,0.058,1815.14,3895.356,metal
0.253,6.348,0.439,0.059,1913.93,4067.622,metal
0.257,5.746,0.455,0.06,1813.156,3914.736,metal
0.255,5.798,0.438,0.061,1783.711,3856.597,metal
0.242,5.624,0.474,0.063,1868.954,3979.336,metal
0.245,6.278,0.453,0.06,1892.301,4024.556,metal
0.259,-2.192,0.382,0.088,2130.37,4183.901,metal
0.254,-1.13,0.379,0.087,2117.749,4196.821,metal
0.265,-0.879,0.401,0.086,2196.496,4308.794,metal
0.266,-0.508,0.438,0.086,2159.073,4244.194,metal
0.276,-0.582,0.476,0.087,2170.164,4237.734,metal
0.275,0.422,0.537,0.085,2143.1,4209.741,metal
0.27,0.303,0.539,0.084,2086.61,4117.148,metal
0.274,0.398,0.571,0.085,2121.259,4151.602,metal
0.279,0.929,0.597,0.08,2083.38,4138.682,metal
0.276,1.101,0.638,0.077,2117.225,4164.521,metal
0.279,8.866,0.73,0.093,2844.327,5861.338,metal
0.278,8.693,0.713,0.095,2889.739,5956.084,metal
0.275,8.864,0.736,0.089,2874.976,5947.471,metal
0.275,8.982,0.737,0.082,2865.436,5910.864,metal
0.276,9.286,0.722,0.083,2885.906,5928.091,metal
0.28,9.318,0.728,0.085,2860.926,5880.718,metal
0.28,9.557,0.68,0.087,2829.506,5839.805,metal
0.28,9.842,0.697,0.086,2838.838,5874.258,metal
0.28,10.014,0.682,0.088,2776.334,5820.425,metal
0.275,10.079,0.689,0.09,2651.244,5686.919,metal
0.254,-1.486,0.442,0.092,2411.542,4739.458,metal
0.256,-1.189,0.434,0.089,2391.83,4745.918,metal
0.273,-0.835,0.459,0.089,2361.845,4739.458,metal
0.267,-0.936,0.481,0.089,2386.545,4769.604,metal
0.272,-0.14,0.49,0.09,2363.286,4806.211,metal
0.277,-0.385,0.507,0.091,2434.286,5028.003,metal
0.28,-0.073,0.497,0.089,2426.229,5103.369,metal
0.276,0.388,0.491,0.088,2394.715,5049.536,metal
0.277,-0.132,0.509,0.088,2430.107,5133.516,metal
0.28,0.374,0.525,0.091,2451.569,5234.722,metal
0.269,2.684,0.468,0.055,1933.805,4220.508,metal
0.265,2.562,0.474,0.058,1913.754,4166.675,metal
0.273,2.641,0.494,0.056,1841.877,4063.315,metal
0.274,2.948,0.48,0.055,1858.071,4104.229,metal
0.272,2.973,0.494,0.055,1844.768,4089.155,metal
0.276,3.327,0.521,0.054,1838.262,4084.849,metal
0.276,3.449,0.545,0.054,1817.256,4084.849,metal
0.276,3.591,0.558,0.055,1846.732,4130.068,metal
0.276,3.551,0.559,0.054,1896.456,4237.734,metal
0.277,3.368,0.569,0.056,1928.097,4295.874,metal
0.259,0.168,0.397,0.05,2254.789,4894.497,metal
0.245,0.306,0.368,0.045,2186.09,4827.744,metal
0.258,0.941,0.384,0.042,2128.358,4771.758,metal
0.255,-0.136,0.397,0.04,2103.654,4737.305,metal
0.259,0.453,0.421,0.04,2066.606,4687.778,metal
0.252,1.043,0.45,0.038,2035.111,4616.719,metal
0.266,-0.041,0.458,0.037,2044.3,4670.552,metal
